Start (s),End (s),Scientific name,Common name,Confidence,File
0,3.0,Regulus ignicapilla,Common Firecrest,0.5843,E:/Giacomo/Tovanella/PROVA/valid\Turdus philomelos_Song Thrush\20190603_090000_40_5.wav
0,3.0,Turdus philomelos,Song Thrush,0.6374,E:/Giacomo/Tovanella/PROVA/valid\Turdus philomelos_Song Thrush\20190603_090000_60_0.wav
0,3.0,Turdus philomelos,Song Thrush,0.5944,E:/Giacomo/Tovanella/PROVA/valid\Turdus philomelos_Song Thrush\20190603_090000_70_5.wav
0,3.0,Turdus philomelos,Song Thrush,0.5197,E:/Giacomo/Tovanella/PROVA/valid\Turdus philomelos_Song Thrush\20190603_090000_75_0.wav
0,3.0,Fringilla coelebs,Common Chaffinch,0.5090,E:/Giacomo/Tovanella/PROVA/valid\Turdus philomelos_Song Thrush\20190603_180000_145_5.wav
0,3.0,Turdus philomelos,Song Thrush,0.5334,E:/Giacomo/Tovanella/PROVA/valid\Turdus philomelos_Song Thrush\20190603_180000_294_0.wav
0,3.0,Regulus ignicapilla,Common Firecrest,0.8251,E:/Giacomo/Tovanella/PROVA/valid\Turdus philomelos_Song Thrush\20190603_180000_309_0.wav
0,3.0,Turdus philomelos,Song Thrush,0.5242,E:/Giacomo/Tovanella/PROVA/valid\Turdus philomelos_Song Thrush\20190603_180000_406_5.wav
0,3.0,Fringilla coelebs,Common Chaffinch,0.8424,E:/Giacomo/Tovanella/PROVA/valid\Turdus philomelos_Song Thrush\20190603_180000_46_5.wav
0,3.0,Fringilla coelebs,Common Chaffinch,0.6186,E:/Giacomo/Tovanella/PROVA/valid\Turdus philomelos_Song Thrush\20190603_180000_4_5.wav
0,3.0,Turdus philomelos,Song Thrush,0.8569,E:/Giacomo/Tovanella/PROVA/valid\Turdus philomelos_Song Thrush\20190603_180000_519_0.wav
0,3.0,Regulus ignicapilla,Common Firecrest,0.5654,E:/Giacomo/Tovanella/PROVA/valid\Turdus philomelos_Song Thrush\20190603_180000_522_0.wav
0,3.0,Turdus philomelos,Song Thrush,0.6571,E:/Giacomo/Tovanella/PROVA/valid\Turdus philomelos_Song Thrush\20190603_180000_528_0.wav
0,3.0,Turdus philomelos,Song Thrush,0.6393,E:/Giacomo/Tovanella/PROVA/valid\Turdus philomelos_Song Thrush\20190603_180000_535_5.wav
0,3.0,Turdus philomelos,Song Thrush,0.6904,E:/Giacomo/Tovanella/PROVA/valid\Turdus philomelos_Song Thrush\20190603_180000_588_0.wav
0,3.0,Turdus philomelos,Song Thrush,0.6147,E:/Giacomo/Tovanella/PROVA/valid\Turdus philomelos_Song Thrush\20190603_180000_6_0.wav
0,3.0,Fringilla coelebs,Common Chaffinch,0.5922,E:/Giacomo/Tovanella/PROVA/valid\Turdus philomelos_Song Thrush\20190603_180000_6_0.wav
0,3.0,Fringilla coelebs,Common Chaffinch,0.5364,E:/Giacomo/Tovanella/PROVA/valid\Turdus philomelos_Song Thrush\20190603_180000_91_5.wav
0,3.0,Turdus philomelos,Song Thrush,0.7471,E:/Giacomo/Tovanella/PROVA/valid\Turdus philomelos_Song Thrush\20190603_190000_181_5.wav
0,3.0,Turdus philomelos,Song Thrush,0.7170,E:/Giacomo/Tovanella/PROVA/valid\Turdus philomelos_Song Thrush\20190603_190000_237_0.wav
0,3.0,Turdus philomelos,Song Thrush,0.7472,E:/Giacomo/Tovanella/PROVA/valid\Turdus philomelos_Song Thrush\20190603_190000_331_5.wav
0,3.0,Turdus philomelos,Song Thrush,0.6330,E:/Giacomo/Tovanella/PROVA/valid\Turdus philomelos_Song Thrush\20190603_190000_372_0.wav
0,3.0,Fringilla coelebs,Common Chaffinch,0.5118,E:/Giacomo/Tovanella/PROVA/valid\Turdus philomelos_Song Thrush\20190603_190000_372_0.wav
0,3.0,Turdus philomelos,Song Thrush,0.5859,E:/Giacomo/Tovanella/PROVA/valid\Turdus philomelos_Song Thrush\20190603_190000_379_5.wav
0,3.0,Turdus philomelos,Song Thrush,0.7185,E:/Giacomo/Tovanella/PROVA/valid\Turdus philomelos_Song Thrush\20190603_190000_381_0.wav
0,3.0,Turdus philomelos,Song Thrush,0.6010,E:/Giacomo/Tovanella/PROVA/valid\Turdus philomelos_Song Thrush\20190603_190000_456_0.wav
0,3.0,Turdus philomelos,Song Thrush,0.5179,E:/Giacomo/Tovanella/PROVA/valid\Turdus philomelos_Song Thrush\20190603_190000_45_0.wav
0,3.0,Turdus philomelos,Song Thrush,0.5950,E:/Giacomo/Tovanella/PROVA/valid\Turdus philomelos_Song Thrush\20190603_190000_465_0.wav
0,3.0,Turdus philomelos,Song Thrush,0.7401,E:/Giacomo/Tovanella/PROVA/valid\Turdus philomelos_Song Thrush\20190603_190000_478_5.wav
0,3.0,Turdus philomelos,Song Thrush,0.8487,E:/Giacomo/Tovanella/PROVA/valid\Turdus philomelos_Song Thrush\20190603_190000_48_0.wav
0,3.0,Turdus philomelos,Song Thrush,0.5533,E:/Giacomo/Tovanella/PROVA/valid\Turdus philomelos_Song Thrush\20190603_190000_517_5.wav
0,3.0,Fringilla coelebs,Common Chaffinch,0.6355,E:/Giacomo/Tovanella/PROVA/valid\Turdus philomelos_Song Thrush\20190608_030000_112_5.wav
0,3.0,Fringilla coelebs,Common Chaffinch,0.5663,E:/Giacomo/Tovanella/PROVA/valid\Turdus philomelos_Song Thrush\20190608_030000_115_5.wav
0,3.0,Fringilla coelebs,Common Chaffinch,0.5866,E:/Giacomo/Tovanella/PROVA/valid\Turdus philomelos_Song Thrush\20190608_030000_129_0.wav
0,3.0,Fringilla coelebs,Common Chaffinch,0.7786,E:/Giacomo/Tovanella/PROVA/valid\Turdus philomelos_Song Thrush\20190608_030000_130_5.wav
0,3.0,Turdus philomelos,Song Thrush,0.6073,E:/Giacomo/Tovanella/PROVA/valid\Turdus philomelos_Song Thrush\20190608_030000_130_5.wav
0,3.0,Fringilla coelebs,Common Chaffinch,0.5068,E:/Giacomo/Tovanella/PROVA/valid\Turdus philomelos_Song Thrush\20190608_030000_144_0.wav
0,3.0,Fringilla coelebs,Common Chaffinch,0.6301,E:/Giacomo/Tovanella/PROVA/valid\Turdus philomelos_Song Thrush\20190608_030000_166_5.wav
0,3.0,Fringilla coelebs,Common Chaffinch,0.5099,E:/Giacomo/Tovanella/PROVA/valid\Turdus philomelos_Song Thrush\20190608_030000_172_5.wav
0,3.0,Fringilla coelebs,Common Chaffinch,0.5900,E:/Giacomo/Tovanella/PROVA/valid\Turdus philomelos_Song Thrush\20190608_030000_216_0.wav
0,3.0,Turdus philomelos,Song Thrush,0.5628,E:/Giacomo/Tovanella/PROVA/valid\Turdus philomelos_Song Thrush\20190608_030000_216_0.wav
0,3.0,Fringilla coelebs,Common Chaffinch,0.6084,E:/Giacomo/Tovanella/PROVA/valid\Turdus philomelos_Song Thrush\20190608_030000_234_0.wav
0,3.0,Turdus philomelos,Song Thrush,0.5288,E:/Giacomo/Tovanella/PROVA/valid\Turdus philomelos_Song Thrush\20190608_030000_234_0.wav
0,3.0,Turdus philomelos,Song Thrush,0.6544,E:/Giacomo/Tovanella/PROVA/valid\Turdus philomelos_Song Thrush\20190608_030000_280_5.wav
0,3.0,Fringilla coelebs,Common Chaffinch,0.6569,E:/Giacomo/Tovanella/PROVA/valid\Turdus philomelos_Song Thrush\20190608_030000_318_0.wav
0,3.0,Fringilla coelebs,Common Chaffinch,0.6396,E:/Giacomo/Tovanella/PROVA/valid\Turdus philomelos_Song Thrush\20190608_030000_324_0.wav
0,3.0,Turdus philomelos,Song Thrush,0.5644,E:/Giacomo/Tovanella/PROVA/valid\Turdus philomelos_Song Thrush\20190608_030000_324_0.wav
0,3.0,Fringilla coelebs,Common Chaffinch,0.6785,E:/Giacomo/Tovanella/PROVA/valid\Turdus philomelos_Song Thrush\20190608_030000_336_0.wav
0,3.0,Erithacus rubecula,European Robin,0.7372,E:/Giacomo/Tovanella/PROVA/valid\Turdus philomelos_Song Thrush\20190608_030000_364_5.wav
0,3.0,Fringilla coelebs,Common Chaffinch,0.5258,E:/Giacomo/Tovanella/PROVA/valid\Turdus philomelos_Song Thrush\20190608_030000_367_5.wav
0,3.0,Fringilla coelebs,Common Chaffinch,0.5209,E:/Giacomo/Tovanella/PROVA/valid\Turdus philomelos_Song Thrush\20190608_030000_423_0.wav
0,3.0,Fringilla coelebs,Common Chaffinch,0.5729,E:/Giacomo/Tovanella/PROVA/valid\Turdus philomelos_Song Thrush\20190608_030000_429_0.wav
0,3.0,Fringilla coelebs,Common Chaffinch,0.7161,E:/Giacomo/Tovanella/PROVA/valid\Turdus philomelos_Song Thrush\20190608_030000_444_0.wav
0,3.0,Fringilla coelebs,Common Chaffinch,0.6466,E:/Giacomo/Tovanella/PROVA/valid\Turdus philomelos_Song Thrush\20190608_030000_532_5.wav
0,3.0,Turdus philomelos,Song Thrush,0.6410,E:/Giacomo/Tovanella/PROVA/valid\Turdus philomelos_Song Thrush\20190608_030000_66_0.wav
0,3.0,Fringilla coelebs,Common Chaffinch,0.5738,E:/Giacomo/Tovanella/PROVA/valid\Turdus philomelos_Song Thrush\20190608_030000_66_0.wav
0,3.0,Turdus philomelos,Song Thrush,0.5971,E:/Giacomo/Tovanella/PROVA/valid\Turdus philomelos_Song Thrush\20190608_030000_6_0.wav
0,3.0,Fringilla coelebs,Common Chaffinch,0.6074,E:/Giacomo/Tovanella/PROVA/valid\Turdus philomelos_Song Thrush\20190608_030000_93_0.wav
0,3.0,Fringilla coelebs,Common Chaffinch,0.7767,E:/Giacomo/Tovanella/PROVA/valid\Turdus philomelos_Song Thrush\20190608_030000_9_0.wav
0,3.0,Fringilla coelebs,Common Chaffinch,0.7138,E:/Giacomo/Tovanella/PROVA/valid\Turdus philomelos_Song Thrush\20190608_040000_106_5.wav
0,3.0,Fringilla coelebs,Common Chaffinch,0.5252,E:/Giacomo/Tovanella/PROVA/valid\Turdus philomelos_Song Thrush\20190608_040000_109_5.wav
0,3.0,Fringilla coelebs,Common Chaffinch,0.7509,E:/Giacomo/Tovanella/PROVA/valid\Turdus philomelos_Song Thrush\20190608_040000_138_0.wav
0,3.0,Turdus philomelos,Song Thrush,0.5019,E:/Giacomo/Tovanella/PROVA/valid\Turdus philomelos_Song Thrush\20190608_040000_139_5.wav
0,3.0,Fringilla coelebs,Common Chaffinch,0.5610,E:/Giacomo/Tovanella/PROVA/valid\Turdus philomelos_Song Thrush\20190608_040000_189_0.wav
0,3.0,Erithacus rubecula,European Robin,0.5741,E:/Giacomo/Tovanella/PROVA/valid\Turdus philomelos_Song Thrush\20190608_040000_213_0.wav
0,3.0,Fringilla coelebs,Common Chaffinch,0.5495,E:/Giacomo/Tovanella/PROVA/valid\Turdus philomelos_Song Thrush\20190608_040000_253_5.wav
0,3.0,Turdus philomelos,Song Thrush,0.7807,E:/Giacomo/Tovanella/PROVA/valid\Turdus philomelos_Song Thrush\20190608_040000_268_5.wav
0,3.0,Erithacus rubecula,European Robin,0.6091,E:/Giacomo/Tovanella/PROVA/valid\Turdus philomelos_Song Thrush\20190608_040000_309_0.wav
0,3.0,Fringilla coelebs,Common Chaffinch,0.8121,E:/Giacomo/Tovanella/PROVA/valid\Turdus philomelos_Song Thrush\20190608_040000_324_0.wav
0,3.0,Turdus philomelos,Song Thrush,0.6469,E:/Giacomo/Tovanella/PROVA/valid\Turdus philomelos_Song Thrush\20190608_040000_325_5.wav
0,3.0,Turdus philomelos,Song Thrush,0.6709,E:/Giacomo/Tovanella/PROVA/valid\Turdus philomelos_Song Thrush\20190608_040000_361_5.wav
0,3.0,Erithacus rubecula,European Robin,0.5259,E:/Giacomo/Tovanella/PROVA/valid\Turdus philomelos_Song Thrush\20190608_040000_399_0.wav
0,3.0,Fringilla coelebs,Common Chaffinch,0.5437,E:/Giacomo/Tovanella/PROVA/valid\Turdus philomelos_Song Thrush\20190608_040000_418_5.wav
0,3.0,Turdus philomelos,Song Thrush,0.6046,E:/Giacomo/Tovanella/PROVA/valid\Turdus philomelos_Song Thrush\20190608_040000_477_0.wav
0,3.0,Turdus philomelos,Song Thrush,0.5801,E:/Giacomo/Tovanella/PROVA/valid\Turdus philomelos_Song Thrush\20190608_040000_499_5.wav
0,3.0,Erithacus rubecula,European Robin,0.6104,E:/Giacomo/Tovanella/PROVA/valid\Turdus philomelos_Song Thrush\20190608_040000_583_5.wav
0,3.0,Erithacus rubecula,European Robin,0.5908,E:/Giacomo/Tovanella/PROVA/valid\Turdus philomelos_Song Thrush\20190608_040000_594_0.wav
0,3.0,Erithacus rubecula,European Robin,0.7369,E:/Giacomo/Tovanella/PROVA/valid\Turdus philomelos_Song Thrush\20190608_050000_12_0.wav
0,3.0,Turdus philomelos,Song Thrush,0.6831,E:/Giacomo/Tovanella/PROVA/valid\Turdus philomelos_Song Thrush\20190608_050000_166_5.wav
0,3.0,Fringilla coelebs,Common Chaffinch,0.7093,E:/Giacomo/Tovanella/PROVA/valid\Turdus philomelos_Song Thrush\20190608_050000_187_5.wav
0,3.0,Turdus philomelos,Song Thrush,0.7769,E:/Giacomo/Tovanella/PROVA/valid\Turdus philomelos_Song Thrush\20190608_050000_199_5.wav
0,3.0,Fringilla coelebs,Common Chaffinch,0.5031,E:/Giacomo/Tovanella/PROVA/valid\Turdus philomelos_Song Thrush\20190608_050000_199_5.wav
0,3.0,Turdus philomelos,Song Thrush,0.6306,E:/Giacomo/Tovanella/PROVA/valid\Turdus philomelos_Song Thrush\20190608_050000_21_0.wav
0,3.0,Fringilla coelebs,Common Chaffinch,0.5713,E:/Giacomo/Tovanella/PROVA/valid\Turdus philomelos_Song Thrush\20190608_050000_225_0.wav
0,3.0,Turdus philomelos,Song Thrush,0.7306,E:/Giacomo/Tovanella/PROVA/valid\Turdus philomelos_Song Thrush\20190608_050000_231_0.wav
0,3.0,Fringilla coelebs,Common Chaffinch,0.5537,E:/Giacomo/Tovanella/PROVA/valid\Turdus philomelos_Song Thrush\20190608_050000_238_5.wav
0,3.0,Turdus philomelos,Song Thrush,0.5307,E:/Giacomo/Tovanella/PROVA/valid\Turdus philomelos_Song Thrush\20190608_050000_244_5.wav
0,3.0,Turdus philomelos,Song Thrush,0.8451,E:/Giacomo/Tovanella/PROVA/valid\Turdus philomelos_Song Thrush\20190608_050000_28_5.wav
0,3.0,Turdus philomelos,Song Thrush,0.5233,E:/Giacomo/Tovanella/PROVA/valid\Turdus philomelos_Song Thrush\20190608_050000_327_0.wav
0,3.0,Fringilla coelebs,Common Chaffinch,0.5607,E:/Giacomo/Tovanella/PROVA/valid\Turdus philomelos_Song Thrush\20190608_050000_388_5.wav
0,3.0,Turdus philomelos,Song Thrush,0.6014,E:/Giacomo/Tovanella/PROVA/valid\Turdus philomelos_Song Thrush\20190608_050000_391_5.wav
0,3.0,Fringilla coelebs,Common Chaffinch,0.5499,E:/Giacomo/Tovanella/PROVA/valid\Turdus philomelos_Song Thrush\20190608_050000_391_5.wav
0,3.0,Fringilla coelebs,Common Chaffinch,0.6590,E:/Giacomo/Tovanella/PROVA/valid\Turdus philomelos_Song Thrush\20190608_050000_397_5.wav
0,3.0,Fringilla coelebs,Common Chaffinch,0.8059,E:/Giacomo/Tovanella/PROVA/valid\Turdus philomelos_Song Thrush\20190608_050000_420_0.wav
0,3.0,Erithacus rubecula,European Robin,0.6636,E:/Giacomo/Tovanella/PROVA/valid\Turdus philomelos_Song Thrush\20190608_050000_442_5.wav
0,3.0,Turdus philomelos,Song Thrush,0.5990,E:/Giacomo/Tovanella/PROVA/valid\Turdus philomelos_Song Thrush\20190608_050000_442_5.wav
0,3.0,Turdus philomelos,Song Thrush,0.8177,E:/Giacomo/Tovanella/PROVA/valid\Turdus philomelos_Song Thrush\20190608_050000_457_5.wav
0,3.0,Fringilla coelebs,Common Chaffinch,0.7088,E:/Giacomo/Tovanella/PROVA/valid\Turdus philomelos_Song Thrush\20190608_050000_489_0.wav
0,3.0,Turdus philomelos,Song Thrush,0.7353,E:/Giacomo/Tovanella/PROVA/valid\Turdus philomelos_Song Thrush\20190608_050000_505_5.wav
0,3.0,Erithacus rubecula,European Robin,0.6362,E:/Giacomo/Tovanella/PROVA/valid\Turdus philomelos_Song Thrush\20190608_050000_51_0.wav
0,3.0,Erithacus rubecula,European Robin,0.5173,E:/Giacomo/Tovanella/PROVA/valid\Turdus philomelos_Song Thrush\20190608_050000_52_5.wav
0,3.0,Fringilla coelebs,Common Chaffinch,0.8280,E:/Giacomo/Tovanella/PROVA/valid\Turdus philomelos_Song Thrush\20190608_050000_546_0.wav
0,3.0,Turdus philomelos,Song Thrush,0.6092,E:/Giacomo/Tovanella/PROVA/valid\Turdus philomelos_Song Thrush\20190608_050000_568_5.wav
0,3.0,Erithacus rubecula,European Robin,0.6025,E:/Giacomo/Tovanella/PROVA/valid\Turdus philomelos_Song Thrush\20190608_050000_568_5.wav
0,3.0,Turdus philomelos,Song Thrush,0.5809,E:/Giacomo/Tovanella/PROVA/valid\Turdus philomelos_Song Thrush\20190608_050000_574_5.wav
0,3.0,Turdus philomelos,Song Thrush,0.7496,E:/Giacomo/Tovanella/PROVA/valid\Turdus philomelos_Song Thrush\20190608_050000_579_0.wav
0,3.0,Turdus philomelos,Song Thrush,0.8817,E:/Giacomo/Tovanella/PROVA/valid\Turdus philomelos_Song Thrush\20190608_050000_589_5.wav
0,3.0,Erithacus rubecula,European Robin,0.8950,E:/Giacomo/Tovanella/PROVA/valid\Turdus philomelos_Song Thrush\20190608_050000_58_5.wav
0,3.0,Turdus philomelos,Song Thrush,0.7725,E:/Giacomo/Tovanella/PROVA/valid\Turdus philomelos_Song Thrush\20190608_050000_594_0.wav
0,3.0,Erithacus rubecula,European Robin,0.5610,E:/Giacomo/Tovanella/PROVA/valid\Turdus philomelos_Song Thrush\20190608_050000_594_0.wav
0,3.0,Turdus philomelos,Song Thrush,0.5007,E:/Giacomo/Tovanella/PROVA/valid\Turdus philomelos_Song Thrush\20190608_050000_6_0.wav
0,3.0,Turdus philomelos,Song Thrush,0.5550,E:/Giacomo/Tovanella/PROVA/valid\Turdus philomelos_Song Thrush\20190608_050000_94_5.wav
0,3.0,Erithacus rubecula,European Robin,0.7098,E:/Giacomo/Tovanella/PROVA/valid\Turdus philomelos_Song Thrush\20190608_060000_163_5.wav
0,3.0,Turdus philomelos,Song Thrush,0.5504,E:/Giacomo/Tovanella/PROVA/valid\Turdus philomelos_Song Thrush\20190608_060000_163_5.wav
0,3.0,None,None,0.5757,E:/Giacomo/Tovanella/PROVA/valid\Turdus philomelos_Song Thrush\20190608_060000_291_0.wav
0,3.0,Erithacus rubecula,European Robin,0.6875,E:/Giacomo/Tovanella/PROVA/valid\Turdus philomelos_Song Thrush\20190608_060000_57_0.wav
0,3.0,Turdus philomelos,Song Thrush,0.5432,E:/Giacomo/Tovanella/PROVA/valid\Turdus philomelos_Song Thrush\20190608_060000_57_0.wav
0,3.0,Turdus philomelos,Song Thrush,0.6436,E:/Giacomo/Tovanella/PROVA/valid\Turdus philomelos_Song Thrush\20190608_070000_225_0.wav
0,3.0,Turdus philomelos,Song Thrush,0.6382,E:/Giacomo/Tovanella/PROVA/valid\Turdus philomelos_Song Thrush\20190608_070000_318_0.wav
0,3.0,None,None,0.6435,E:/Giacomo/Tovanella/PROVA/valid\Turdus philomelos_Song Thrush\20190608_070000_394_5.wav
0,3.0,None,None,0.8659,E:/Giacomo/Tovanella/PROVA/valid\Turdus philomelos_Song Thrush\20190608_070000_540_0.wav
0,3.0,Fringilla coelebs,Common Chaffinch,0.6002,E:/Giacomo/Tovanella/PROVA/valid\Turdus philomelos_Song Thrush\20190608_080000_30_0.wav
0,3.0,Turdus philomelos,Song Thrush,0.6267,E:/Giacomo/Tovanella/PROVA/valid\Turdus philomelos_Song Thrush\20190608_090000_102_0.wav
0,3.0,None,None,0.6559,E:/Giacomo/Tovanella/PROVA/valid\Turdus philomelos_Song Thrush\20190608_090000_103_5.wav
0,3.0,Turdus philomelos,Song Thrush,0.6000,E:/Giacomo/Tovanella/PROVA/valid\Turdus philomelos_Song Thrush\20190608_090000_106_5.wav
0,3.0,Fringilla coelebs,Common Chaffinch,0.5564,E:/Giacomo/Tovanella/PROVA/valid\Turdus philomelos_Song Thrush\20190608_090000_139_5.wav
0,3.0,Turdus philomelos,Song Thrush,0.8246,E:/Giacomo/Tovanella/PROVA/valid\Turdus philomelos_Song Thrush\20190608_090000_141_0.wav
0,3.0,Turdus philomelos,Song Thrush,0.8757,E:/Giacomo/Tovanella/PROVA/valid\Turdus philomelos_Song Thrush\20190608_090000_142_5.wav
0,3.0,Turdus philomelos,Song Thrush,0.7342,E:/Giacomo/Tovanella/PROVA/valid\Turdus philomelos_Song Thrush\20190608_090000_165_0.wav
0,3.0,Turdus philomelos,Song Thrush,0.5447,E:/Giacomo/Tovanella/PROVA/valid\Turdus philomelos_Song Thrush\20190608_090000_231_0.wav
0,3.0,Turdus philomelos,Song Thrush,0.6243,E:/Giacomo/Tovanella/PROVA/valid\Turdus philomelos_Song Thrush\20190608_090000_246_0.wav
0,3.0,Turdus philomelos,Song Thrush,0.8757,E:/Giacomo/Tovanella/PROVA/valid\Turdus philomelos_Song Thrush\20190608_090000_247_5.wav
0,3.0,Turdus philomelos,Song Thrush,0.7011,E:/Giacomo/Tovanella/PROVA/valid\Turdus philomelos_Song Thrush\20190608_090000_265_5.wav
0,3.0,Turdus philomelos,Song Thrush,0.6197,E:/Giacomo/Tovanella/PROVA/valid\Turdus philomelos_Song Thrush\20190608_090000_270_0.wav
0,3.0,Turdus philomelos,Song Thrush,0.8425,E:/Giacomo/Tovanella/PROVA/valid\Turdus philomelos_Song Thrush\20190608_090000_276_0.wav
0,3.0,Turdus philomelos,Song Thrush,0.7719,E:/Giacomo/Tovanella/PROVA/valid\Turdus philomelos_Song Thrush\20190608_090000_336_0.wav
0,3.0,Turdus philomelos,Song Thrush,0.6602,E:/Giacomo/Tovanella/PROVA/valid\Turdus philomelos_Song Thrush\20190608_090000_337_5.wav
0,3.0,Turdus philomelos,Song Thrush,0.9453,E:/Giacomo/Tovanella/PROVA/valid\Turdus philomelos_Song Thrush\20190608_090000_358_5.wav
0,3.0,Turdus philomelos,Song Thrush,0.9252,E:/Giacomo/Tovanella/PROVA/valid\Turdus philomelos_Song Thrush\20190608_090000_367_5.wav
0,3.0,Turdus philomelos,Song Thrush,0.8225,E:/Giacomo/Tovanella/PROVA/valid\Turdus philomelos_Song Thrush\20190608_090000_376_5.wav
0,3.0,Turdus philomelos,Song Thrush,0.9386,E:/Giacomo/Tovanella/PROVA/valid\Turdus philomelos_Song Thrush\20190608_090000_378_0.wav
0,3.0,Turdus philomelos,Song Thrush,0.5435,E:/Giacomo/Tovanella/PROVA/valid\Turdus philomelos_Song Thrush\20190608_090000_390_0.wav
0,3.0,None,None,0.7621,E:/Giacomo/Tovanella/PROVA/valid\Turdus philomelos_Song Thrush\20190608_090000_393_0.wav
0,3.0,Turdus philomelos,Song Thrush,0.6785,E:/Giacomo/Tovanella/PROVA/valid\Turdus philomelos_Song Thrush\20190608_090000_400_5.wav
0,3.0,Turdus philomelos,Song Thrush,0.7398,E:/Giacomo/Tovanella/PROVA/valid\Turdus philomelos_Song Thrush\20190608_090000_468_0.wav
0,3.0,Turdus philomelos,Song Thrush,0.9625,E:/Giacomo/Tovanella/PROVA/valid\Turdus philomelos_Song Thrush\20190608_090000_483_0.wav
0,3.0,Turdus philomelos,Song Thrush,0.9134,E:/Giacomo/Tovanella/PROVA/valid\Turdus philomelos_Song Thrush\20190608_090000_484_5.wav
0,3.0,Turdus philomelos,Song Thrush,0.7209,E:/Giacomo/Tovanella/PROVA/valid\Turdus philomelos_Song Thrush\20190608_090000_490_5.wav
0,3.0,Turdus philomelos,Song Thrush,0.5697,E:/Giacomo/Tovanella/PROVA/valid\Turdus philomelos_Song Thrush\20190608_090000_493_5.wav
0,3.0,Turdus philomelos,Song Thrush,0.7102,E:/Giacomo/Tovanella/PROVA/valid\Turdus philomelos_Song Thrush\20190608_090000_496_5.wav
0,3.0,Turdus philomelos,Song Thrush,0.7910,E:/Giacomo/Tovanella/PROVA/valid\Turdus philomelos_Song Thrush\20190608_090000_504_0.wav
0,3.0,Turdus philomelos,Song Thrush,0.8800,E:/Giacomo/Tovanella/PROVA/valid\Turdus philomelos_Song Thrush\20190608_090000_517_5.wav
0,3.0,Fringilla coelebs,Common Chaffinch,0.6331,E:/Giacomo/Tovanella/PROVA/valid\Turdus philomelos_Song Thrush\20190608_090000_517_5.wav
0,3.0,Turdus philomelos,Song Thrush,0.8024,E:/Giacomo/Tovanella/PROVA/valid\Turdus philomelos_Song Thrush\20190608_090000_562_5.wav
0,3.0,Turdus philomelos,Song Thrush,0.6724,E:/Giacomo/Tovanella/PROVA/valid\Turdus philomelos_Song Thrush\20190608_090000_576_0.wav
0,3.0,Turdus philomelos,Song Thrush,0.6229,E:/Giacomo/Tovanella/PROVA/valid\Turdus philomelos_Song Thrush\20190608_090000_582_0.wav
0,3.0,None,None,0.5535,E:/Giacomo/Tovanella/PROVA/valid\Turdus philomelos_Song Thrush\20190608_090000_586_5.wav
0,3.0,Turdus philomelos,Song Thrush,0.7255,E:/Giacomo/Tovanella/PROVA/valid\Turdus philomelos_Song Thrush\20190608_090000_64_5.wav
0,3.0,Fringilla coelebs,Common Chaffinch,0.7888,E:/Giacomo/Tovanella/PROVA/valid\Turdus philomelos_Song Thrush\20190608_090000_67_5.wav
0,3.0,None,None,0.5336,E:/Giacomo/Tovanella/PROVA/valid\Turdus philomelos_Song Thrush\20190608_090000_67_5.wav
0,3.0,Turdus philomelos,Song Thrush,0.6120,E:/Giacomo/Tovanella/PROVA/valid\Turdus philomelos_Song Thrush\20190608_090000_87_0.wav
0,3.0,Turdus philomelos,Song Thrush,0.6003,E:/Giacomo/Tovanella/PROVA/valid\Turdus philomelos_Song Thrush\20190608_100000_118_5.wav
0,3.0,Turdus philomelos,Song Thrush,0.5831,E:/Giacomo/Tovanella/PROVA/valid\Turdus philomelos_Song Thrush\20190608_100000_163_5.wav
0,3.0,Turdus philomelos,Song Thrush,0.8596,E:/Giacomo/Tovanella/PROVA/valid\Turdus philomelos_Song Thrush\20190608_100000_183_0.wav
0,3.0,Turdus philomelos,Song Thrush,0.6968,E:/Giacomo/Tovanella/PROVA/valid\Turdus philomelos_Song Thrush\20190608_100000_187_5.wav
0,3.0,Turdus philomelos,Song Thrush,0.8173,E:/Giacomo/Tovanella/PROVA/valid\Turdus philomelos_Song Thrush\20190608_100000_190_5.wav
0,3.0,Turdus philomelos,Song Thrush,0.6886,E:/Giacomo/Tovanella/PROVA/valid\Turdus philomelos_Song Thrush\20190608_100000_195_0.wav
0,3.0,Turdus philomelos,Song Thrush,0.9553,E:/Giacomo/Tovanella/PROVA/valid\Turdus philomelos_Song Thrush\20190608_100000_255_0.wav
0,3.0,Turdus philomelos,Song Thrush,0.9112,E:/Giacomo/Tovanella/PROVA/valid\Turdus philomelos_Song Thrush\20190608_100000_267_0.wav
0,3.0,Turdus philomelos,Song Thrush,0.8256,E:/Giacomo/Tovanella/PROVA/valid\Turdus philomelos_Song Thrush\20190608_100000_340_5.wav
0,3.0,Turdus philomelos,Song Thrush,0.7063,E:/Giacomo/Tovanella/PROVA/valid\Turdus philomelos_Song Thrush\20190608_100000_342_0.wav
0,3.0,Erithacus rubecula,European Robin,0.7847,E:/Giacomo/Tovanella/PROVA/valid\Turdus philomelos_Song Thrush\20190608_100000_403_5.wav
0,3.0,Turdus philomelos,Song Thrush,0.8166,E:/Giacomo/Tovanella/PROVA/valid\Turdus philomelos_Song Thrush\20190608_100000_514_5.wav
0,3.0,None,None,0.6794,E:/Giacomo/Tovanella/PROVA/valid\Turdus philomelos_Song Thrush\20190608_100000_57_0.wav
